ags	source_page_left	source_row	left_ocr	left_pdf	right_ocr	right_pdf	method
01059072	86	1	59 O72	59 072	59 072	59 072	source_code_matches_registry
01059073	86	2	59 073	59 073	59 073	59 Cl73	source_code_matches_registry
01059074	86	3	59 C74:	59 C74·	59 074	59 074	source_code_matches_registry
01059075	86	4	59 C75	59 C75	59 075	59 075	source_code_matches_registry
01059076	86	5	59 076	59 076	59 076	59 076	source_code_matches_registry
01059077	86	6	59 (77	59 (77	59 077	59 077	source_code_matches_registry
01059078	86	7	55 078	59 078	59 078	59 078	source_code_matches_registry
01059079	86	8	59 079	59 079	59 079	59 079	source_code_matches_registry
01059080	86	9	59 089	59 (.80	59 CBO	59 080	source_code_matches_registry
01059081	86	10	59 (81	59 r81	59 081	59 081	source_code_matches_registry
01059082	86	11	£9 OR2	~9 f•R;>	59 082	59 082	source_code_matches_registry
01059083	86	12	59 083	59 083	59 083	59 083	source_code_matches_registry
01059084	86	13	59 084	~}9 01!4	59 084	59 084	source_code_matches_registry
01059085	86	14	59 085	59 OP~	59 085	59 085	source_code_matches_registry
01059086	86	15	59 Of6	59 Of:.b	59 686	59 u86	visual
01059087	86	16	59 (FF?	59 (f7	59 087	59 087	source_code_matches_registry
01059088	86	17	59 C&&	~9 C~l'	59 088	59 Oll'!	source_code_matches_registry
01059090	86	18	59 C9)	"!""19 C9J"	59 090	59 090	source_code_matches_registry
01059092	86	19	59 (92	~9 ( 92	59 092	59 092	source_code_matches_registry
01059093	86	20	59 093	59 093	59 093	59 093	source_code_matches_registry
01059094	86	21	59 ¢94	59 (·94	59 094	59 (194	source_code_matches_registry
01059095	86	22	59 ¢95	59 (•95	59 095	59 095	source_code_matches_registry
01059096	86	23	59 C96	59 (96	59 096	59 096	source_code_matches_registry
01059097	86	24	59 C97	59 (97	59 C97	59 097	source_code_matches_registry
01059098	86	25	59 COR	59 (91!	59 098	59 09'3	source_code_matches_registry
01059101	88	1	59 101	59 101	59 101	59 101	source_code_matches_registry
01059102	88	2	59 102	59 102	59 102	59 102	source_code_matches_registry
01059103	88	3	59 103°	59 103	59 163	59 103	source_code_matches_registry
01059105	88	4	59 105	59 105	59 105	59 105	source_code_matches_registry
01059106	88	5	59 106	59 106	59 106	59 106	source_code_matches_registry
01059107	88	6	59 107	59 107	59 107	59 107	source_code_matches_registry
01059109	88	7	59 109	59 109	59 109	59 109	source_code_matches_registry
01059112	88	8	59 112	59 112	59 112	59 112	source_code_matches_registry
01059113	88	9	59 113	59 113	59 113	59 113	source_code_matches_registry
01059115	88	10	59 115	59 115	59 115	59 115	source_code_matches_registry
01059116	88	11	59 116	59 11b	59 116	59 116	source_code_matches_registry
01059118	88	12	59 118	59 11~	59 118	59 118	source_code_matches_registry
01059119	88	13	59 119	59 119	59 119	59 119	source_code_matches_registry
01059120	88	14	59 120	59 12(1	59 120	59 120	source_code_matches_registry
01059121	88	15	59 171	'<9 17.1	59 121	59 121	source_code_matches_registry
01059123	88	16	5Y 123	59 123	59 123	59 123	source_code_matches_registry
01059124	88	17	59 124	59 124	59 124	59 124	source_code_matches_registry
01059126	88	18	55 126	5C, 126	59 126	59 126	source_code_matches_registry
01059127	88	19	59 127	59 127	59 127	59 127	source_code_matches_registry
01059128	88	20	59 128	59 128	59 128	59 128	source_code_matches_registry
01059129	88	21	59 129	59 129	59 129	59 129	source_code_matches_registry
01059131	88	22	59 131	59 131	59 131	59 131	source_code_matches_registry
01059132	88	23	®§9 132	~9 132	59 132	59 132	source_code_matches_registry
01059136	88	24	59 136	59 13f>	59 136	59 136	source_code_matches_registry
01059137	88	25	59 137	59 137	59 137	59 137	source_code_matches_registry
01059138	90	1	59 138	59 138	59° 138	59 138	source_code_matches_registry
01059141	90	2	549 141	59 141	59 141	59 141	source_code_matches_registry
01059142	90	3	£9 142	~9 142	59 142	59 142	source_code_matches_registry
01059143	90	4	59 143	59 143	59 143	59 143	source_code_matches_registry
01059144	90	5	69 144	59 144	59 144	59 144	source_code_matches_registry
01059145	90	6	FQ 145	~ 9 145	59 145	59 145	source_code_matches_registry
01059147	90	7	59 147	~9 14 7	59 147	59 14 7	source_code_matches_registry
01059148	90	8	bo 14F	,,~J 14F	59 148	59 148	source_code_matches_registry
01059149	90	9	©S 149	r9 149	59 149	59 149	source_code_matches_registry
01059150	90	10	£4 4750	'-'! 1 ~.)	59 150	59 150	source_code_matches_registry
01059151	90	11	£o 151	~· 9 1 ~. 1	59 154	59 151	source_code_matches_registry
01059152	90	12	59 152	<;9 152	59 152	59 152	source_code_matches_registry
01059153	90	13	5S 153	~c; 153	59 153	59 153	source_code_matches_registry
01059154	90	14	FS 154	~ s 1 ~4	59 154	59 154	source_code_matches_registry
01059155	90	15	§5 155	~c 1~5	59 155	59 155	source_code_matches_registry
01059157	90	16	£09 1657	~· () 1 ''7	§9 157	59 157	source_code_matches_registry
01059158	90	17	59 Tht	~(J 1 ~. t.	59 158	59 158	source_code_matches_registry
01059159	90	18	65159	~·~s b9	59 159	59 159	source_code_matches_registry
01059161	90	19	ES 161	~c; 161	59 161	59 161	source_code_matches_registry
01059162	90	20	59 167	~9 16?	59 162	59 162	source_code_matches_registry
01059163	90	21	59 163	~9 163	59 163	59 163	source_code_matches_registry
01059164	90	22	FC 164	~~ 164	59 164	59 161t	source_code_matches_registry
01059165	90	23	5S 168	!:·9 16 ~	59 165	59 165	source_code_matches_registry
01059167	90	24	EY 167	~y 167	59 167	59 167	source_code_matches_registry
01059168	90	25	59 16€	59 1f-1	59 168	59 168	source_code_matches_registry
01059169	92	1	59 169	59 169	59 169	59 169	source_code_matches_registry
01059171	92	2	59 171	59 171	59 171	59 171	source_code_matches_registry
01059173	92	3	59 173.	59 173	59 173	59 173	source_code_matches_registry
01059174	92	4	, 59 174	59 174	59 174	59 174	source_code_matches_registry
01059176	92	5	59 176	59 176	59 176	59 176	source_code_matches_registry
01059177	92	6	56 177	5<; 177	59 177	59 177	source_code_matches_registry
01059178	92	7	56 178	sc; 1711	59 178	59 178	source_code_matches_registry
01059179	92	8	59 179	59 179	59 179	59 179	source_code_matches_registry
01059180	92	9	59 180	59 180	59 180	59 180	source_code_matches_registry
01059181	92	10	59 181	59 181	59 181	59 181	source_code_matches_registry
01059182	92	11	59 182	59 182	59 182	59 182	source_code_matches_registry
01060002	94	1	60 COZ	60 002	60 062	60 002	source_code_matches_registry
01060003	94	2	60 063	60 003	60 063	60 0Ci3	source_code_matches_registry
01060004	94	3	60 004	60 004	60 004	60 004	source_code_matches_registry
01060005	94	4	60 CO5	60 005	60 005	60 005	source_code_matches_registry
01060006	94	5	60 CO6	60 C06	60 006	60 006	source_code_matches_registry
01060007	94	6	60 OC?	on (,('	6C 007	60 007	source_code_matches_registry
01060008	94	7	6C QOB	H· 001'	60 COB	60 008	source_code_matches_registry
01060009	94	8	60 LOS	6(j l.f'9	69 C9	61) l•09	visual
01060010	94	9	6C U10	6C: l/10	60 010	60 010	source_code_matches_registry
01060011	94	10	éS L141	tG 1..11	60 C11	60 C11	source_code_matches_registry
01060012	94	11	€C O12	l (' 01?	60 612	60 C12	source_code_matches_registry
01060013	94	12	6C C13.	6C C13	60 013	60 013	source_code_matches_registry
01060015	94	13	6G C15	6(; 015	60 015	60 015	source_code_matches_registry
01060016	94	14	6G G16	H· t16	60 016	60 016	source_code_matches_registry
01060017	94	15	60 C17	ttC (·1 7	60 017	60 C'17	source_code_matches_registry
01060018	94	16	6C C18	6( l1~	60 018	60 018	source_code_matches_registry
01060019	94	17	€C C19	lC' 019	60 019	60 019	source_code_matches_registry
01060020	94	18	6C C2C	M• C2C	60 020	60 0?0	source_code_matches_registry
01060021	94	19	60 C21	60 (:21	60 021	60 021	source_code_matches_registry
01060022	94	20	60 C22.	60 C'22	60 022	60 022	source_code_matches_registry
01060023	94	21	60 023.	60 C?3	60 023	60 023	source_code_matches_registry
01060024	94	22	6C (24	H (24	60 024	60 024	source_code_matches_registry
01060025	94	23	6C u25	6( L:25	60 G25	60 025	source_code_matches_registry
01060026	94	24	6C 026	6(' 0<:6	60 026	60 026	source_code_matches_registry
01060027	94	25	60 £27	60 (27	60 G27	60 027	source_code_matches_registry
01060028	96	1	6G 028	60 028	60 628	60 028	source_code_matches_registry
01060029	96	2	60 029	60 029	60 029	60 029	source_code_matches_registry
01060030	96	3	60 030.	60 030.	60 030	60 030	source_code_matches_registry
01060031	96	4	. 60 C31.	60 031	60 031	60 031	source_code_matches_registry
01060033	96	5	60 033	60 033	60 033	60 033	source_code_matches_registry
01060034	96	6	60 034	60 034	60 034	60 034	source_code_matches_registry
01060035	96	7	60 035	1>0 035	60 O35	60 03~	source_code_matches_registry
01060036	96	8	6G U3€	(,(: L'3t-	60 036	60 036	source_code_matches_registry
01060037	96	9	60 G37	60 037	60 037	60 037	source_code_matches_registry
01060038	96	10	60 038	60 038	60 038	60 038	source_code_matches_registry
01060039	96	11	60 G39	t-.(• (:39	60 039	60 039	source_code_matches_registry
01060040	96	12	60 C40	b(\ <•40	60 040	60 040	source_code_matches_registry
01060041	96	13	60 C41	60 041	60 G41	60 041	source_code_matches_registry
01060042	96	14	60 G42	60 04<'	60 042	60 042	source_code_matches_registry
01060043	96	15	60 043	60 043	60 043	60 043	source_code_matches_registry
01060044	96	16	60 C44	60 ('44	60 044	60 044	source_code_matches_registry
01060045	96	17	60 045	60 045	69 645	60 045	source_code_matches_registry
01060046	96	18	60 046	t:v 041>	60 046	60 046	source_code_matches_registry
01060047	96	19	60 047	1>0 047	69 047	60 047	source_code_matches_registry
01060049	96	20	60 U49	1>0 U49	60 049	60 0'>9	source_code_matches_registry
01060050	96	21	60 050	60 050	60 056	60 050	source_code_matches_registry
01060051	96	22	60 OS1	60 051	60 051	60 051	source_code_matches_registry
01060052	96	23	60 C52.	60 (·5<'	60 052	60 052	source_code_matches_registry
01060053	96	24	60 C53.	60 053	60 053	60 053	source_code_matches_registry
01060054	96	25	60 C54	60 C54	60 054	60 054	source_code_matches_registry
01060056	98	1	60 056	60 056	60 G56	60 056	source_code_matches_registry
01060057	98	2	66 057	60 057	60 057	60 057	source_code_matches_registry
01060058	98	3	60 CS8.	60 058	60 GSB	60 051\	source_code_matches_registry
01060059	98	4	| 60 G59	60 059	60 659	60 059	source_code_matches_registry
01060060	98	5	66 C6C	60 060	60 C60	f.O C60	source_code_matches_registry
01060061	98	6	6C G61	60 061	60 061	60 061	source_code_matches_registry
01060062	98	7	6S C62	t~ r62	60 C62	60 f'62	source_code_matches_registry
01060063	98	8	6G G63	fO 063	60 463	bO ub3	visual
01060064	98	9	6C 64	M L;64	60 U64	60 064	source_code_matches_registry
01060065	98	10	6C C65	6(: C65	6C 065	60 065	source_code_matches_registry
01060066	98	11	EC CEB	fr ('t6	60 66	bO 066	visual
01060067	98	12	6¢ CO7	60 C67	66 U67	60 u67	source_code_matches_registry
01060068	98	13	66 G6PR		60 Ub68	60 utJ8	visual
01060069	98	14	6C COS	tG 0tQ	60 069	60 069	source_code_matches_registry
01060070	98	15	60 O74	tr r?~	60 070	60 070	source_code_matches_registry
01060071	98	16	ot 71	l>c ('71	60 G71	60 071	source_code_matches_registry
01060072	98	17	6G U72	6C u7?	66 072	60 072	source_code_matches_registry
01060073	98	18	60 0.72		60 073	60 (173	source_code_matches_registry
01060074	98	19	60 074	6~ r74	60 074	60 U74	source_code_matches_registry
01060075	98	20	6 U75	6(. 07~	60 075	60 075	source_code_matches_registry
01060076	98	21	6C (76	6(· l76	60 676	60 076	source_code_matches_registry
01060077	98	22	€0 C77	tO C77	60 077	60 077	source_code_matches_registry
01060079	98	23	60 C79	6( C79	60 C79	60 C79	source_code_matches_registry
01060080	98	24	6C C89	6[ Cl!~	6C C80	60 080	source_code_matches_registry
01060081	98	25	6G O8F	6(. ('~1	60 G84	60 081	source_code_matches_registry
01060082	100	1	60 082	60 082	60 O82	60 082	source_code_matches_registry
01060084	100	2	60 084	60 084	60 084	60 084	source_code_matches_registry
01060085	100	3	606 685.	6Ci C85.	60 O85	60 085	source_code_matches_registry
01060086	100	4	60 C86	60 086	60 686	60 086	source_code_matches_registry
01060087	100	5	60 C87	60 087	60 G87	60 (:87	source_code_matches_registry
01060088	100	6	6C 0&8	60 0&!!	60 CEB	60 088	source_code_matches_registry
01060089	100	7	69 089	60 089	60 O89	6(1 089	source_code_matches_registry
01060090	100	8	6C LOC	60 (.90	60 099	60 090	source_code_matches_registry
01060092	100	9	6C 092	6(• 09?	6C 692	60 092	source_code_matches_registry
01060093	100	10	60 093	60 u93	60 093	60 093	source_code_matches_registry
01060094	100	11	60 094	60 (194	60 094	60 094	source_code_matches_registry
01060095	100	12	60 095	60 095	60 G95	60 095	source_code_matches_registry
01060096	100	13	60 C96	6fl C96	60 096	60 096	source_code_matches_registry
01060097	100	14	6C G97	6C G97	60 C97	60 097	source_code_matches_registry
01060098	100	15	60 98	60 098	60 098	60 ('98	source_code_matches_registry
01060099	100	16	60 C99	6(' 099	6C C99	6C 099	source_code_matches_registry
01060100	100	17	60 100	60 100	60 100	60 100	source_code_matches_registry
01060101	100	18	60 161	60 1 (j 1	60 101	60 101	source_code_matches_registry
01060102	100	19	6C 102	60 102	60 1G2	60 102	source_code_matches_registry
01061001	102	1	61 0C1	61 001	61 C01	61 ('01	source_code_matches_registry
01061002	102	2	61 002	61 002	61 002	61 002	source_code_matches_registry
01061003	102	3	61 GG3	61 CG3	61 003	61 003	source_code_matches_registry
01061004	102	4	61 CO4	61 004	61 004	61 004	source_code_matches_registry
01061005	102	5	61 CCS	61 rC5	61 005	61 005	source_code_matches_registry
01061006	102	6	61 006	61 006	61 006	61 006	source_code_matches_registry
01061007	102	7	64 CC?	61 CC7	61 OG7	61 007	source_code_matches_registry
01061008	102	8	61 COB		61 COB	61 008	source_code_matches_registry
01061010	102	9	61 C10		61 010	61 010	source_code_matches_registry
01061011	102	10	61 C11.	f:1 C11	61 011	61 011	source_code_matches_registry
01061012	102	11	61 612	t.1 r•12	61 G12	61 (;12	visual
01061013	102	12	61 ©1413	t-1 r13	61 013	61 013	source_code_matches_registry
01061014	102	13	é1 014	t.1 C'14	61 014	61 014	source_code_matches_registry
01061015	102	14	61 G15	61 C15	61 015	61 015	source_code_matches_registry
01061016	102	15	61 Ulé	61 016	61 016	61 016	source_code_matches_registry
01061017	102	16	61 G17	61 L17	61 017	61 017	source_code_matches_registry
01061018	102	17	64 GIR	61 L1R	61 018	61 C18	source_code_matches_registry
01061019	102	18	61 619	61 ~19	61 019	61 019	source_code_matches_registry
01061020	102	19	61.629		61 020	61 020	source_code_matches_registry
01061021	102	20	61 021.	61 r~1	61 021	61 021	source_code_matches_registry
01061022	102	21	61 022.	61 022	61 022	61 022	source_code_matches_registry
01061023	102	22	64 C23.	t1 C23	61 023	61 02'1	source_code_matches_registry
01061024	102	23	61 C24	61 l'24	61 024	61 024	source_code_matches_registry
01061025	102	24	61 625	61 ü2~	61 G25	61 (.2 5	visual
01061026	102	25	61 G26	61 C26	61 026	61 026	source_code_matches_registry
01061027	104	1	61 O27	61 C27	61 027	61 027	source_code_matches_registry
01061028	104	2	614 028	61 028	61 028	61 028	source_code_matches_registry
01061029	104	3	61 029°	61 029	61 029	61 029	source_code_matches_registry
01061030	104	4	61 930	t'1 030	61 030	61 030	source_code_matches_registry
01061031	104	5	61931	61 031	61 031	61 031	source_code_matches_registry
01061033	104	6	61 (33	61 (. 33	61 033	61 033	source_code_matches_registry
01061034	104	7	é1 034	61 (134	61 034	61 034	source_code_matches_registry
01061035	104	8	67 O35	61 035	61 035	61 035	source_code_matches_registry
01061036	104	9	61 (36	61 ( 36	61 036	61 036	source_code_matches_registry
01061037	104	10	61 C37	61 C'37	61 037	61 037	source_code_matches_registry
01061038	104	11	61 35	61 r3s	61 038	61 038	source_code_matches_registry
01061039	104	12	61 £39	f-1 r)Q	61 039	61 039	source_code_matches_registry
01061040	104	13	£1 C42	!1 C4·)	61 040	61 040	source_code_matches_registry
01061041	104	14	€1 (41	t 1 r41	61 041	61 041	source_code_matches_registry
01061042	104	15	£1 04?	t-1 l~4?	61 042	61 04?	source_code_matches_registry
01061043	104	16	&1 (042	61 <:'43	61 043	61 043	source_code_matches_registry
01061044	104	17	61 ©44	61 (•44	61 044	61 044	source_code_matches_registry
01061045	104	18	61 (45	t 1 f'45	61 045	61 045	source_code_matches_registry
01061046	104	19	€1 566	f1 (41-.	61 046	61 046	source_code_matches_registry
01061047	104	20	64 C47	61 r47	61 047	61 047	source_code_matches_registry
01061048	104	21	61 48	61 C4S	61 048	61 048	source_code_matches_registry
01061049	104	22	61 049	61 ()49	61 C49	61 049	source_code_matches_registry
01061050	104	23	61 959	61 ·~SJ	61 050	61 050	source_code_matches_registry
01061052	104	24	61 C52.	61 C52	61 C52	61 052	source_code_matches_registry
01061053	104	25	61 653	61 053	61 053	61 053	source_code_matches_registry
01061054	106	1	61 054	61 054	61 054	61 054	source_code_matches_registry
01061055	106	2	61 055	61 055	61 055	61 055	source_code_matches_registry
01061056	106	3	61 G56:	61 U56	61 056	61 056	source_code_matches_registry
01061057	106	4	61 G57	61 C57	61 057	61 057	source_code_matches_registry
01061058	106	5	61 C5@	61 0511	61 058	61 058	source_code_matches_registry
01061059	106	6	61 59	t·1 l·59	61 659	61 059	source_code_matches_registry
01061060	106	7	61 G60	t-1 (':(,C	61 G60	61 (;60	visual
01061061	106	8	61 COT	1-1 ~.'b 1	61 061	61 061	source_code_matches_registry
01061062	106	9	61 562.	f-1 ~·I, 2	61 062	61 062	source_code_matches_registry
01061063	106	10	61 C&3	1·1 c·n	61 063	61 063	source_code_matches_registry
01061064	106	11	61 (64	11 ~ (, '·	61 064	61 (164	source_code_matches_registry
01061065	106	12	61 (65	61 (65	61 065	61 065	source_code_matches_registry
01061066	106	13	61 C66	f 1 C66	61 066	61 066	source_code_matches_registry
01061067	106	14	o1 C67)	t>1 (6 7	61 067	61 067	source_code_matches_registry
01061068	106	15	61 (68	f 1 '(,~	61 068	61 068	source_code_matches_registry
01061069	106	16	“61 (69	61 ('(,Q	61 069	61 069	source_code_matches_registry
01061070	106	17	61 370	t.1 ')7C~	61 070	61 070	source_code_matches_registry
01061071	106	18	61071	t. 1 '71	61 071	61 071	source_code_matches_registry
01061072	106	19	61 O72.	t,1 \.•72	61 072	61 072	source_code_matches_registry
01061073	106	20	61 673	t1 (73	61 073	61 073	source_code_matches_registry
01061074	106	21	61 G74	61 (.74	61 074	61 074	source_code_matches_registry
01061075	106	22	61 (75	t-1 ( 7~	61 O75	61 075	source_code_matches_registry
01061076	106	23	61 (76	f.1 ( 76	61 076	61 076	source_code_matches_registry
01061077	106	24	€4 C77	f1 C77	61 077	61 077	source_code_matches_registry
01061078	106	25	61 ©7E	61 f'7E	61 078	61 078	source_code_matches_registry
01061079	108	1	61 C79	61 C79	61 079	61 079	source_code_matches_registry
01061080	108	2	61 O86	61 080	61 080	61 080	source_code_matches_registry
01061081	108	3	61 081	61 081	61 081	61 081	source_code_matches_registry
01061082	108	4	61 082	61 082	61 082	61 082	source_code_matches_registry
01061083	108	5	61 G83	61 G83	61 083	61 083	source_code_matches_registry
01061084	108	6	61 CE4	61 ce4	61 084	61 084	source_code_matches_registry
01061085	108	7	61 085	61 uP.o;	61 C85	61 085	source_code_matches_registry
01061086	108	8	61 Ute	61 '·'~ 6	61 O86	61 oe6	source_code_matches_registry
01061087	108	9	61 G87	61 087	61 087	61 087	source_code_matches_registry
01061088	108	10	61 C&R	61 06e	61 088	61 oes	source_code_matches_registry
01061089	108	11	61 C89	61 C.P9	61 089	61 089	source_code_matches_registry
01061091	108	12	61 C91	61 C<;1	61 091	61 091	source_code_matches_registry
01061092	108	13	61 ($2.	61 l92	61 G92	61 092	source_code_matches_registry
01061093	108	14	6t 0S3	61 ('<;3	61 693	61 C93	source_code_matches_registry
01061094	108	15	é1 (94	f.1 C94	61 094	61 (•94	source_code_matches_registry
01061095	108	16	61 69K	61 r.9o;	61 095	61 095	source_code_matches_registry
01061096	108	17	61 COE	61 C'9f	61 096	61 096	source_code_matches_registry
01061097	108	18	é1 C9?	t 1 (97	61 097	61 097	source_code_matches_registry
01061098	108	19	61 CSB	61 P<;8	61 098	61 098	source_code_matches_registry
01061099	108	20	617 W995	61 t'99	61 099	61 099	source_code_matches_registry
01061100	108	21	61 109	61 1 O•J	61 160	61 100	source_code_matches_registry
01061101	108	22	61 101	61 101	61 101	61 101	source_code_matches_registry
01061102	108	23	61.102		61 102	61 102	source_code_matches_registry
01061103	108	24	61 103	61 103	61 103	61 103	source_code_matches_registry
01061104	108	25	61 104	61 104	61 104	61 104	source_code_matches_registry
01061105	110	1	61 1G5	61 1<.:5	61 105	61 105	source_code_matches_registry
01061106	110	2	61.196	61 1~6	61 106	61 106	source_code_matches_registry
01061107	110	3	67107	t-1 1(•7	61 107	61 107	source_code_matches_registry
01061108	110	4	61 108	t-1 105	61 108	61 108	source_code_matches_registry
01061109	110	5	61 109	61 189	61 169	61 1 (.9	source_code_matches_registry
01061110	110	6	67 170	61 11C	61 110	61 110	source_code_matches_registry
01061112	110	7	61.442	61 11 2	61 112	61 112	source_code_matches_registry
01061113	110	8	61.114	1.1 111	61 143	61 113	source_code_matches_registry
01061114	110	9	61 4114	(, 1 1, 4	61 114	61 114	source_code_matches_registry
01061115	110	10	61 °=475	1·1 11~	61 115	61 115	source_code_matches_registry
01061116	110	11	é1 tte	11 111.•	61 116	61 116	source_code_matches_registry
01061117	110	12	61.177	f· 1 117	61 117	61 11 7	source_code_matches_registry
01061118	110	13	61 718	61 11 r.:	61 118	61 118	source_code_matches_registry
01062001	112	1	62 GO1	62 001	62 001	62 001	source_code_matches_registry
01062003	112	2	62 G03	62 003	62 003	62 003	source_code_matches_registry
01062004	112	3	62 OCS	62 OC4	62 004	62 004	source_code_matches_registry
01062005	112	4	62 CCS	62 CC·5	62 005	62 005	source_code_matches_registry
01062006	112	5	62 [G6	62 CIC6	62 006	62 006	source_code_matches_registry
01062008	112	6	62 COR	coe 62	62 008	62 008	source_code_matches_registry
01062009	112	7	62 GOS	62 uO'l	62 009	62 009	source_code_matches_registry
01062011	112	8	62 011	62 ('11	62 011	62 011	source_code_matches_registry
01062014	112	9	62 014	6< C'14	62 014	62 014	source_code_matches_registry
01062016	112	10	62 916	62 016	62 016	62 016	source_code_matches_registry
01062018	112	11	62 01%	t-2 01P	62 018	62 018	source_code_matches_registry
01062019	112	12	62.619	62 (,19	62 019	62 019	source_code_matches_registry
01062020	112	13	62 629	62 (;2 0	62 020	62 020	source_code_matches_registry
01062021	112	14	62 G21	62 (IL1	62 024	62 021	source_code_matches_registry
01062022	112	15	62 O22	t-2 022	62 022	62 022	source_code_matches_registry
01062023	112	16	62 U23_	b2 u23	62 023	62 023	source_code_matches_registry
01062025	112	17	62 025	b2 025	62 025	62 025	source_code_matches_registry
01062026	112	18	62 026	62 026	62 026	62 026	source_code_matches_registry
01062027	112	19	62 C27	62 027	62 027	62 027	source_code_matches_registry
01062031	112	20	62 031	62 031	62 031	62 031	source_code_matches_registry
01062032	112	21	62 C32.	62 C32	62 032	62 032	source_code_matches_registry
01062033	112	22	62 033		62 033	62 033	source_code_matches_registry
01062035	112	23	62 C35	62 ('35	62 035	62 035	source_code_matches_registry
01062036	112	24	62 C36	62 036	62 036°:	62 036	source_code_matches_registry
01062039	112	25	62 C39	62 039	62 039	62 039	source_code_matches_registry
01062040	114	1	62 0490	62 C:40	62 046	62 (140	visual
01062045	114	2	62 O45	62 04~	62 C45	62 C45	source_code_matches_registry
01062046	114	3	62 046°	62 046	62 046	62 046	source_code_matches_registry
01062048	114	4	62 G4F	6? (;4F	62 048	62 048	source_code_matches_registry
01062050	114	5	62 G59	62 v5~	62 050	62 050	source_code_matches_registry
01062051	114	6	62 C51		62 051	62 051	source_code_matches_registry
01062053	114	7	62 653	62 L53	62 053	62 053	source_code_matches_registry
01062056	114	8	62 U56	t-2 L5b	62 C56	62 056	source_code_matches_registry
01062058	114	9	€2 CER	l2 ,_-.~~	62 058	62 051!	source_code_matches_registry
01062059	114	10	62 C£9	1·2 (•~9	62 C59	62 C59	source_code_matches_registry
01062060	114	11	62 069	b~ 060	62 060	62 060	source_code_matches_registry
01062061	114	12	62 CO	62 rb1	62 061	62 061	source_code_matches_registry
01062062	114	13	G2 C62		62 062	62 062	source_code_matches_registry
01062065	114	14	67 S65	1.~ ub5	62 065	62 065	source_code_matches_registry
01062069	114	15	(Z C69.	Ii' (61	62 069	62 069	source_code_matches_registry
01062071	114	16	G2 ©717	t.? r·71	62 671	62 071	source_code_matches_registry
01062076	114	17	62 7&6	~? L7~	62 C76	62 076	source_code_matches_registry
01062078	114	18	(2 C79	1: C7~	62 078	62 078	source_code_matches_registry
01062081	114	19	2 F4	t~ Cf1	62 081	62 081	source_code_matches_registry
01062082	114	20	62 CBZ	6? CP2	62 G82	62 ()82	visual
01062083	114	21	€c O83	tt: ('f3	62 083	62 (183	source_code_matches_registry
01062086	114	22	62 THE	62 ~~6	62 O86	62 086	source_code_matches_registry
01062087	114	23	62 CE7		62 O87	62 087	source_code_matches_registry
01062088	114	24	62 CEE	6c 0f6	62 O88	62 088	source_code_matches_registry
01062089	114	25	62 C89	62 C89	62 089	62 089	source_code_matches_registry
01062090	116	1	62 090	62 090	62 090	62 090	source_code_matches_registry
01062091	116	2	62 091	62 091	62 091	62 091	source_code_matches_registry
01062092	116	3	62 092°	62 092	62 092	62 092	source_code_matches_registry
01062093	116	4	, 62 693	62 093	62 093	62 093	source_code_matches_registry
01062094	116	5	62 C94	62 C94	62 094	62 094	source_code_matches_registry
